iter_num,train_n_cut,train_reconstruction,train_loss,val_n_cut,val_reconstruction,val_loss
0,3.0,0.6911351084709167,3.691131353378296,3.0,0.6910421848297119,3.691035747528076
1000,0.9747850894927979,0.29492709040641785,1.2697118520736694,0.9710274934768677,0.292186439037323,1.2632142305374146
2000,0.4928479492664337,0.26460954546928406,0.7574568390846252,0.5069632530212402,0.2624818682670593,0.7694451808929443
3000,0.45281973481178284,0.2581128776073456,0.7109326720237732,0.5036500692367554,0.2571406066417694,0.760790228843689
4000,1.9999085664749146,0.2577882409095764,2.257695436477661,1.9938955307006836,0.2551857829093933,2.249080181121826
5000,0.24775134027004242,0.25585293769836426,0.5036039352416992,0.2933778762817383,0.2575627863407135,0.5509409308433533
6000,0.4801836907863617,0.25850793719291687,0.7386915683746338,0.42320507764816284,0.2548295855522156,0.6780347228050232
7000,0.4047221839427948,0.25453776121139526,0.6592597365379333,0.365247517824173,0.25567615032196045,0.6209235191345215
8000,0.40474769473075867,0.2555793821811676,0.6603266596794128,0.3536098897457123,0.25596076250076294,0.6095709800720215
9000,2.000692844390869,0.2607165575027466,2.2614083290100098,1.996514916419983,0.2552729845046997,2.251786947250366
10000,1.0598915815353394,0.25545623898506165,1.315347671508789,1.0718194246292114,0.2574536204338074,1.3292725086212158
11000,1.3107402324676514,0.25621047616004944,1.566949725151062,1.416247010231018,0.256292462348938,1.6725400686264038
12000,1.0478620529174805,0.25901925563812256,1.306881070137024,1.0499769449234009,0.2537730038166046,1.3037495613098145
13000,0.7946906685829163,0.25880879163742065,1.0534999370574951,0.9125617146492004,0.2568320035934448,1.1693942546844482
14000,2.0015368461608887,0.2568998634815216,2.2584357261657715,2.0014405250549316,0.2572292685508728,2.2586727142333984
15000,2.001579523086548,0.26097655296325684,2.262557029724121,2.001474618911743,0.25307324528694153,2.2545456886291504
16000,0.8176271915435791,0.2621886134147644,1.0798150300979614,0.7940537929534912,0.2538689970970154,1.0479228496551514
17000,0.08829686045646667,0.49562302231788635,0.5839187502861023,0.09124986827373505,0.49597111344337463,0.5872206091880798
18000,2.001959800720215,0.25608110427856445,2.2580416202545166,2.001896619796753,0.2536419630050659,2.255540370941162
19000,2.0018668174743652,0.2561165392398834,2.257984161376953,2.0017802715301514,0.25608786940574646,2.2578673362731934
20000,2.0019631385803223,0.256161093711853,2.258125066757202,2.0018820762634277,0.25392869114875793,2.2558112144470215
21000,2.001988172531128,0.25876477360725403,2.2607533931732178,2.001919984817505,0.2567617893218994,2.2586820125579834
22000,2.000690460205078,0.2604575455188751,2.2611501216888428,2.0005366802215576,0.2561895549297333,2.256727695465088
23000,0.04292546957731247,0.255955308675766,0.2988808751106262,0.04406538978219032,0.2532462775707245,0.29731157422065735
24000,1.4635319709777832,0.2543971836566925,1.7179298400878906,1.556567907333374,0.2558456063270569,1.8124154806137085
25000,2.0019400119781494,0.25699272751808167,2.2589316368103027,2.0018699169158936,0.2528975009918213,2.2547667026519775
26000,2.001999616622925,0.2577893137931824,2.259788990020752,2.001875162124634,0.2543124556541443,2.256188154220581
