iter_num,train_n_cut,train_reconstruction,train_loss,val_n_cut,val_reconstruction,val_loss
27000,1.9814746379852295,0.2571749985218048,2.2386460304260254,1.9557040929794312,0.25337523221969604,2.209078073501587
28000,2.0019779205322266,0.25497356057167053,2.256951093673706,1.994224190711975,0.2566179931163788,2.250844717025757
29000,0.34549680352211,0.25387081503868103,0.5993677973747253,0.31462717056274414,0.25520238280296326,0.5698300004005432
30000,1.3102633953094482,0.2559203505516052,1.5661817789077759,1.2995201349258423,0.25801166892051697,1.557532548904419
31000,0.10297933965921402,0.25724291801452637,0.3602224290370941,0.10741483420133591,0.25530490279197693,0.36271992325782776
32000,2.0019781589508057,0.25401556491851807,2.255993604660034,2.0019023418426514,0.25432655215263367,2.2562291622161865
33000,0.09442455321550369,0.25806036591529846,0.3524847626686096,0.09147541970014572,0.2522933781147003,0.34376880526542664
34000,2.001983165740967,0.25665903091430664,2.2586421966552734,2.0018842220306396,0.25735488533973694,2.2592380046844482
35000,2.0019991397857666,0.2565154731273651,2.258513927459717,1.9952600002288818,0.25833848118782043,2.2535974979400635
36000,2.001983642578125,0.2589518427848816,2.260934352874756,2.001901149749756,0.2535315155982971,2.255432605743408
37000,2.002018451690674,0.2592187821865082,2.2612364292144775,2.001920223236084,0.2534145414829254,2.25533390045166
38000,0.21491234004497528,0.25855502486228943,0.47346723079681396,0.25171786546707153,0.25411733984947205,0.5058349370956421
39000,1.634390115737915,0.2551800310611725,1.8895702362060547,1.7386289834976196,0.25502002239227295,1.9936494827270508
40000,0.08680729568004608,0.2567676305770874,0.34357476234436035,0.07744212448596954,0.2537382245063782,0.331180602312088
41000,0.05653554946184158,0.2568870484828949,0.3134223520755768,0.0803510770201683,0.2570328116416931,0.3373839855194092
42000,0.03811728209257126,0.2547021210193634,0.2928192615509033,0.05761784687638283,0.2533737123012543,0.31099197268486023
43000,1.6354533433914185,0.25816306471824646,1.8936165571212769,1.6564289331436157,0.2547430098056793,1.9111727476119995
44000,0.051284026354551315,0.25451958179473877,0.3058033883571625,0.047293853014707565,0.2519598603248596,0.29925358295440674
45000,0.027589796110987663,0.2604106664657593,0.2880001664161682,0.030137144029140472,0.2529314160346985,0.2830682098865509
46000,2.0019733905792236,0.25751861929893494,2.2594900131225586,2.0019309520721436,0.25482165813446045,2.2567524909973145
47000,0.08450964093208313,0.25590479373931885,0.340414434671402,0.08439622074365616,0.2544298470020294,0.33882609009742737
48000,0.03451821953058243,0.2587149143218994,0.2932332456111908,0.03597266227006912,0.2571687400341034,0.29314133524894714
49000,0.0372081883251667,0.25682011246681213,0.29402828216552734,0.04871029406785965,0.252869188785553,0.30157944560050964
50000,0.03106308914721012,0.2578928768634796,0.2889558970928192,0.03690003976225853,0.25314125418663025,0.2900414764881134
51000,0.052204430103302,0.2538772225379944,0.3060815930366516,0.05664604902267456,0.25466400384902954,0.31130990386009216
52000,0.04183819890022278,0.2547798156738281,0.29661786556243896,0.04095614701509476,0.2519287168979645,0.29288485646247864
53000,0.027771417051553726,0.2572435140609741,0.2850150167942047,0.044040877372026443,0.25578582286834717,0.29982665181159973
54000,0.2362380474805832,0.25775861740112305,0.49399667978286743,0.3291744589805603,0.2561935484409332,0.5853686332702637
55000,0.024070700630545616,0.25434690713882446,0.27841752767562866,0.027487963438034058,0.2542564272880554,0.2817445695400238
56000,0.03097766451537609,0.2570544183254242,0.2880321145057678,0.03498377278447151,0.25430023670196533,0.28928443789482117
57000,0.02519914321601391,0.25919345021247864,0.2843928337097168,0.03395984321832657,0.253016859292984,0.28697630763053894
58000,0.07125736773014069,0.25332900881767273,0.3245863616466522,0.07373244315385818,0.25429001450538635,0.32802218198776245
59000,0.02758466638624668,0.25700509548187256,0.2845897972583771,0.029354624450206757,0.2529378831386566,0.28229251503944397
60000,0.026577647775411606,0.2569265365600586,0.2835042476654053,0.025851622223854065,0.2555086016654968,0.2813602089881897
61000,0.08593826740980148,0.2580099105834961,0.3439481556415558,0.10840562731027603,0.2556168735027313,0.36402279138565063
62000,0.027811981737613678,0.25674304366111755,0.28455492854118347,0.03054160065948963,0.2554541230201721,0.2859954535961151
63000,0.028104383498430252,0.25571033358573914,0.2838149070739746,0.03717101365327835,0.25300636887550354,0.29017725586891174
64000,0.02682410553097725,0.25426843762397766,0.28109249472618103,0.024763135239481926,0.25475072860717773,0.2795141339302063
65000,0.027569085359573364,0.25555557012557983,0.2831245958805084,0.025496957823634148,0.2538403570652008,0.2793370187282562
66000,0.026622051373124123,0.2555442154407501,0.28216642141342163,0.027309291064739227,0.25434058904647827,0.28164976835250854
67000,0.02927696518599987,0.25485754013061523,0.2841346263885498,0.03054732270538807,0.25453224778175354,0.2850792706012726
68000,0.02579791098833084,0.2550205588340759,0.2808181941509247,0.023474058136343956,0.2549531161785126,0.27842727303504944
69000,0.024687504395842552,0.2542785108089447,0.2789662480354309,0.026355793699622154,0.25295671820640564,0.2793126106262207
70000,0.024201780557632446,0.2562100291252136,0.2804116904735565,0.028551526367664337,0.25483593344688416,0.283387690782547
71000,0.026279961690306664,0.25665611028671265,0.2829359769821167,0.027804424986243248,0.2553178668022156,0.2831222712993622
72000,0.02651268243789673,0.2543320059776306,0.28084468841552734,0.026268884539604187,0.2541344463825226,0.28040340542793274
73000,0.02686307393014431,0.2512410879135132,0.27810409665107727,0.0261993408203125,0.2548206150531769,0.2810204029083252
74000,0.03334147483110428,0.2535499632358551,0.28689146041870117,0.02744142897427082,0.2526232898235321,0.2800646126270294
75000,0.02085868827998638,0.2544524371623993,0.27531135082244873,0.021539846435189247,0.25299617648124695,0.2745361626148224
76000,0.019889002665877342,0.2569805681705475,0.2768694758415222,0.021135376766324043,0.254153311252594,0.27528902888298035
77000,0.022403087466955185,0.2553499639034271,0.27775323390960693,0.021175697445869446,0.25659218430519104,0.2777678072452545
78000,0.02155068889260292,0.2555105686187744,0.2770613133907318,0.023238930851221085,0.25636422634124756,0.2796028256416321
79000,0.025945670902729034,0.2529119551181793,0.2788577973842621,0.024351615458726883,0.25410720705986023,0.27845877408981323
80000,0.02258414216339588,0.2551703453063965,0.27775436639785767,0.020381448790431023,0.2524620294570923,0.2728436291217804
81000,0.02184837870299816,0.2576184868812561,0.2794665992259979,0.01974007859826088,0.2551094889640808,0.27484968304634094
82000,0.021976444870233536,0.25632980465888977,0.27830633521080017,0.020069492980837822,0.25596898794174194,0.27603861689567566
83000,0.020297780632972717,0.2558109164237976,0.27610841393470764,0.02373252809047699,0.2524517774581909,0.2761843204498291
84000,0.021754253655672073,0.25550758838653564,0.277261883020401,0.022212686017155647,0.2555660307407379,0.2777787446975708
85000,0.02338312566280365,0.2580603361129761,0.28144311904907227,0.022245386615395546,0.25460249185562134,0.27684807777404785
86000,0.02387993410229683,0.2586255669593811,0.2825055420398712,0.021664641797542572,0.2533608376979828,0.27502524852752686
87000,0.022649232298135757,0.2551197111606598,0.2777692377567291,0.026849661022424698,0.2541132867336273,0.2809630036354065
88000,0.0243608970195055,0.25469931960105896,0.2790600061416626,0.02334551326930523,0.2538398206233978,0.2771853804588318
89000,0.023286359384655952,0.25105947256088257,0.2743457555770874,0.023002492263913155,0.2530616819858551,0.27606427669525146
90000,0.024320144206285477,0.2552044093608856,0.2795245051383972,0.024436358362436295,0.25411584973335266,0.27855193614959717
91000,0.023681001737713814,0.25398120284080505,0.277662068605423,0.02269250899553299,0.2526388466358185,0.2753314673900604
92000,0.022355839610099792,0.2554819583892822,0.2778375446796417,0.024681642651557922,0.2504473030567169,0.2751289904117584
93000,0.02168624848127365,0.25511634349823,0.27680233120918274,0.022761687636375427,0.2530176341533661,0.2757793664932251
94000,0.02163422666490078,0.26018691062927246,0.2818211317062378,0.02085850201547146,0.25368329882621765,0.2745419144630432
95000,0.022299690172076225,0.2569064795970917,0.2792060077190399,0.025385159999132156,0.2560049891471863,0.28139033913612366
96000,0.020479882135987282,0.256635844707489,0.27711600065231323,0.01926647312939167,0.25317302346229553,0.27243945002555847
97000,0.0212173480540514,0.25557082891464233,0.2767879366874695,0.019859179854393005,0.25250211358070374,0.2723613381385803
98000,0.023402517661452293,0.2546885907649994,0.2780908942222595,0.0200930405408144,0.25260984897613525,0.2727029323577881
99000,0.021913113072514534,0.2559382915496826,0.2778512239456177,0.019169438630342484,0.25438734889030457,0.27355679869651794
100000,0.022214006632566452,0.25714147090911865,0.27935555577278137,0.020455770194530487,0.2555335462093353,0.2759891748428345
101000,0.02248259447515011,0.25682157278060913,0.2793042063713074,0.025301851332187653,0.25075221061706543,0.2760544419288635
102000,0.021005544811487198,0.25704482197761536,0.27805066108703613,0.01956460252404213,0.25739920139312744,0.276964008808136
103000,0.020911676809191704,0.2557560205459595,0.2766678035259247,0.02102203480899334,0.2541649043560028,0.27518728375434875
104000,0.021588575094938278,0.2561194598674774,0.27770790457725525,0.02275914140045643,0.25462502241134644,0.2773837745189667
105000,0.020554615184664726,0.2579469382762909,0.27850139141082764,0.01908617466688156,0.255587100982666,0.27467337250709534
106000,0.022028198465704918,0.25530242919921875,0.2773308753967285,0.022154035046696663,0.25335973501205444,0.27551373839378357
107000,0.025638215243816376,0.2539784014225006,0.2796165347099304,0.020876122638583183,0.2548157274723053,0.27569180727005005
108000,0.023391539230942726,0.25627952814102173,0.27967095375061035,0.020624300464987755,0.25394463539123535,0.27456870675086975
109000,0.023377513512969017,0.25830399990081787,0.2816816568374634,0.020905567333102226,0.25239548087120056,0.27330082654953003
110000,0.02378826029598713,0.2548940181732178,0.2786823511123657,0.02025514841079712,0.2529789209365845,0.27323389053344727
111000,0.039029788225889206,0.2542538046836853,0.29328370094299316,0.04092452675104141,0.2542915940284729,0.2952157258987427
112000,0.022850163280963898,0.2570329010486603,0.2798830270767212,0.025989040732383728,0.255033940076828,0.281022846698761
113000,0.021965330466628075,0.2564886510372162,0.2784538269042969,0.0241503044962883,0.25264766812324524,0.2767980992794037
114000,0.022542545571923256,0.2558063268661499,0.2783490717411041,0.020142575725913048,0.25369584560394287,0.2738385498523712
115000,0.02035706304013729,0.2553161382675171,0.27567312121391296,0.021523507311940193,0.25469231605529785,0.2762157618999481
116000,0.0238496046513319,0.2559596598148346,0.2798095643520355,0.02416444942355156,0.25297126173973083,0.2771356701850891
117000,0.024228274822235107,0.2583808898925781,0.2826088070869446,0.019713489338755608,0.2540285885334015,0.2737422287464142
118000,0.023331517353653908,0.25770100951194763,0.2810328006744385,0.024718929082155228,0.2532573342323303,0.2779763340950012
119000,0.022792303934693336,0.25855979323387146,0.28135213255882263,0.02038571424782276,0.25184911489486694,0.27223479747772217
120000,0.021895689889788628,0.25251251459121704,0.2744080424308777,0.021190783008933067,0.2523493766784668,0.2735401690006256
121000,0.022584667429327965,0.2570958137512207,0.279680460691452,0.02218073420226574,0.25521382689476013,0.2773943841457367
122000,0.027323637157678604,0.2548544406890869,0.28217798471450806,0.022565774619579315,0.2533717453479767,0.27593734860420227
123000,0.021258797496557236,0.25844231247901917,0.2797010838985443,0.02051820419728756,0.254425048828125,0.2749432921409607
124000,0.02119019441306591,0.2549484074115753,0.2761385440826416,0.022114209830760956,0.25289517641067505,0.2750092148780823
125000,0.022558946162462234,0.25679513812065125,0.2793540358543396,0.02355465106666088,0.25050556659698486,0.27406045794487
126000,0.02338678389787674,0.2568425238132477,0.2802289128303528,0.023320980370044708,0.2575831413269043,0.2809039354324341
127000,0.02255772240459919,0.25628817081451416,0.27884578704833984,0.023564277216792107,0.2535930871963501,0.27715733647346497
128000,0.021763071417808533,0.2574956715106964,0.27925875782966614,0.02023155428469181,0.2534426748752594,0.27367451786994934
129000,0.020069196820259094,0.25623783469200134,0.2763071358203888,0.020950384438037872,0.25192660093307495,0.27287715673446655
130000,0.020892692729830742,0.25333139300346375,0.2742241322994232,0.02057175152003765,0.2555460035800934,0.27611756324768066
131000,0.020221155136823654,0.2578524947166443,0.2780739665031433,0.02345186658203602,0.25526756048202515,0.27871960401535034
132000,0.02199205569922924,0.2552092671394348,0.277201384305954,0.028983507305383682,0.2532896399497986,0.2822730541229248
133000,0.020591236650943756,0.2566503584384918,0.27724137902259827,0.021100234240293503,0.24792452156543732,0.26902443170547485
134000,0.022602800279855728,0.2564528286457062,0.2790556252002716,0.023287057876586914,0.2556001543998718,0.27888718247413635
135000,0.02198568731546402,0.2557060718536377,0.2776917517185211,0.024784520268440247,0.25648361444473267,0.28126803040504456
136000,0.020994074642658234,0.2559093236923218,0.2769031822681427,0.019297383725643158,0.2541070282459259,0.27340462803840637
137000,0.02061365358531475,0.25365105271339417,0.27426475286483765,0.023335473611950874,0.25325173139572144,0.2765873968601227
138000,0.02982555329799652,0.2565259039402008,0.2863512933254242,0.0272845346480608,0.2529603838920593,0.28024524450302124
139000,0.022516075521707535,0.25571000576019287,0.2782258987426758,0.02306896261870861,0.2558383345603943,0.27890750765800476
140000,0.021471509709954262,0.253340482711792,0.2748119533061981,0.022409094497561455,0.25628042221069336,0.2786893844604492
141000,0.022416355088353157,0.25673168897628784,0.2791482210159302,0.022565137594938278,0.2538411021232605,0.2764061987400055
142000,0.026235749945044518,0.2569076716899872,0.28314363956451416,0.02164441905915737,0.2553439140319824,0.27698835730552673
143000,0.07160688936710358,0.2567766010761261,0.3283839821815491,0.10051318258047104,0.25217974185943604,0.352693110704422
144000,0.025279907509684563,0.2559319734573364,0.2812117040157318,0.025001848116517067,0.25447162985801697,0.2794736623764038
145000,0.023420827463269234,0.2528010308742523,0.2762221693992615,0.021266238763928413,0.2522013783454895,0.2734678089618683
146000,0.024875333532691002,0.2577284872531891,0.28260356187820435,0.025577019900083542,0.25388458371162415,0.2794615924358368
147000,0.02052048034965992,0.25667664408683777,0.2771972119808197,0.020332807675004005,0.25642889738082886,0.2767617404460907
148000,0.022375954315066338,0.2532043755054474,0.27558037638664246,0.021758615970611572,0.2545124292373657,0.2762710750102997
149000,0.022285662591457367,0.2548190653324127,0.2771047055721283,0.023334050551056862,0.25607830286026,0.27941226959228516
150000,0.02052205055952072,0.2542811334133148,0.2748029828071594,0.03171785548329353,0.2526479661464691,0.28436580300331116
